label,type,author,title,journal,year,volume,number,month,doi,art_number,article_number,url,eissn,document_type,unique_id,source,issn,note,earlyaccessdate,researcherid_numbers,pages,orcid_numbers,organization,editor,booktitle,series,isbn,filename,n_duplicates,citation,screened_titles,notes
X.WOS.000224915500018,article,"Balini, I and Serikov, I and Bobrovnikov, S and Simeonov, V and Calpini, B and Arshinov, Y and van den Bergh, H","Simultaneous measurement of atmospheric temperature, humidity, and aerosol extinction and backscatter coefficients by a combined vibrational-pure-rotational Raman lidar",APPLIED PHYSICS B-LASERS AND OPTICS,2004,79,6,OCT,10.1007/s00340-004-1631-2,NA,NA,NA,1432-0649,NA,WOS:000224915500018,NA,0946-2171,NA,NA,"Gorlov, Evgeny V./G-5837-2014 Bobrovnikov, Sergey M./P-1737-2014 Bobrovnikov, Sergey/A-8287-2014 ",775-782,"Zharkov, Viktor/0000-0001-7851-8836",NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/web_of_science.bib,1,"Simultaneous Measurement of Atmospheric Temperature, Humidity, and Aerosol Extinction and Backscatter Coefficients by a Combined Vibrational-Pure-Rotational Raman Lidar.",excluded,NA
Quintiere2004387,ARTICLE,"Quintiere, J.G. and Rangwala, A.S.",A theory for flame extinction based on flame temperature,Fire and Materials,2004,28,5,NA,10.1002/fam.835,NA,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-12944252219&doi=10.1002%2ffam.835&partnerID=40&md5=594b486105bd573efdf49d4a86b71b22,NA,Article,NA,Scopus,NA,cited By 85,NA,NA,387-402,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,a Theory for Flame Extinction Based on Flame Temperature.,excluded,NA
McHugh200323,ARTICLE,"McHugh, M. and Hervig, M. and Magill, B. and Thompson, R.E. and Remsberg, E. and Wrotny, J. and Russell III., J.","Improved mesospheric temperature, water vapor and polar mesospheric cloud extinctions from HALOE",Geophysical Research Letters,2003,30,8,NA,10.1029/2002GL016859,NA,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0042384959&doi=10.1029%2f2002GL016859&partnerID=40&md5=9ba93a06e6e659c624772b3653c612f8,NA,Article,NA,Scopus,NA,cited By 35,NA,NA,23-1 - 23-4,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,"Improved Mesospheric Temperature, Water Vapor and Polar Mesospheric Cloud Extinctions from Haloe.",excluded,NA
Silvestre20031469,ARTICLE,"Silvestre, M.A. and Saeed, A.M. and Cervera, R.P. and EscribÃ¡, M.J. and GarcÄ±ï¿½?a-XimÃ©nez, F.",Rabbit and pig ear skin sample cryobanking: Effects of storage time and temperature of the whole ear extirpated immediately after death,Theriogenology,2003,59,5-6,NA,10.1016/S0093-691X(02)01185-8,NA,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037356584&doi=10.1016%2fS0093-691X%2802%2901185-8&partnerID=40&md5=f4b8fa2cd6889c982aa84bed9738eb67,NA,Article,NA,Scopus,NA,cited By 34,NA,NA,1469-1477,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,Rabbit and Pig Ear Skin Sample Cryobanking: Effects of Storage Time and Temperature of the Whole Ear Extirpated Immediately after Death.,excluded,NA
Behrendt20027657,ARTICLE,"Behrendt, A. and Nakamura, T. and Onishi, M. and Baumgart, R. and Tsuda, T.","Combined raman lidar for the measurement of atmospheric temperature, water vapor, particle extinction coefficient, and particle backscatter coefficient",Applied Optics,2002,41,36,NA,10.1364/AO.41.007657,NA,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037147468&doi=10.1364%2fAO.41.007657&partnerID=40&md5=d0a1c9a237111a12bc7a7efa70160f2a,NA,Article,NA,Scopus,NA,cited By 128,NA,NA,7657-7666,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,"Combined Raman Lidar for the Measurement of Atmospheric Temperature, Water Vapor, Particle Extinction Coefficient, and Particle Backscatter Coefficient.",excluded,NA
Riechelmann200223,ARTICLE,"Riechelmann, D. and Fujimori, T. and Sato, J.",Effect of dilution on extinction of methane diffusion flame in high temperature air up to 1500 K,Combustion Science and Technology,2002,174,2,NA,10.1080/714922614,NA,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047694962&doi=10.1080%2f714922614&partnerID=40&md5=5df5b01ef6ea3f4a0fa66cab82d11bb8,NA,Article,NA,Scopus,NA,cited By 4,NA,NA,23-46,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,Effect of Dilution on Extinction of Methane Diffusion Flame in High Temperature Air Up to 1500 k.,excluded,NA
Bussi..re2001925,ARTICLE,"BussiÃ¨re, W.","Influence of sand granulometry on electrical characteristics, temperature and electron density during high-voltage fuse arc extinction",Journal of Physics D: Applied Physics,2001,34,6,NA,10.1088/0022-3727/34/6/314,NA,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035925526&doi=10.1088%2f0022-3727%2f34%2f6%2f314&partnerID=40&md5=fa7a05385f7decf0da848302d9a99ffc,NA,Article,NA,Scopus,NA,cited By 23,NA,NA,925-935,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,"Influence of Sand Granulometry on Electrical Characteristics, Temperature and Electron Density During High-Voltage Fuse Arc Extinction.",excluded,NA
Mar..n20011379,ARTICLE,"MarÃ­n, C. and Ostrogorsky, A.G. and Foulon, G. and Jundt, D. and Motakef, S.",Infrared extinction coefficient of LiNbO3 at temperatures to 1150Â°C: Semiconductor behavior of a metal oxide at high temperature,Applied Physics Letters,2001,78,10,NA,10.1063/1.1352695,NA,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035809544&doi=10.1063%2f1.1352695&partnerID=40&md5=51e6dfbc7c4e36e634789ef4c81b1812,NA,Article,NA,Scopus,NA,cited By 5,NA,NA,1379-1381,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,Infrared Extinction Coefficient of Linbo3 at Temperatures to 1150â°c: Semiconductor Behavior of a Metal Oxide at High Temperature.,excluded,NA
Glynn2000117,ARTICLE,"Glynn, P.W.",El NiÃ±o-Southern Oscillation mass mortalities of reef corals: A model of high temperature marine extinctions?,Geological Society Special Publication,2000,178,NA,NA,10.1144/GSL.SP.2000.178.01.09,NA,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034487130&doi=10.1144%2fGSL.SP.2000.178.01.09&partnerID=40&md5=b415bf444484b67ce7a15d8d479599ca,NA,Article,NA,Scopus,NA,cited By 39,NA,NA,117-133,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,El Niã±o-Southern Oscillation Mass Mortalities of Reef Corals: a Model of High Temperature Marine Extinctions?,selected,NA
Cuesta2000754,ARTICLE,"Cuesta, L. and Phillips, J.P.","The density, extinction, temperature, and excitation structures of NGC 2440",Astrophysical Journal,2000,543,2 PART 1,NA,10.1086/317140,NA,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034634145&doi=10.1086%2f317140&partnerID=40&md5=de9f0960cf6adcc1451daa7a157d8539,NA,Article,NA,Scopus,NA,cited By 12,NA,NA,754-763,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,"The Density, Extinction, Temperature, and Excitation Structures of Ngc 2440.",excluded,NA
Griebeler2000343,ARTICLE,"Griebeler, E.M. and Gottschalk, E.",The influence of temperature model assumptions on the prognosis accuracy of extinction risk,Ecological Modelling,2000,134,2-3,NA,10.1016/S0304-3800(00)00373-2,NA,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034735653&doi=10.1016%2fS0304-3800%2800%2900373-2&partnerID=40&md5=cbad5e7971d44a5bc47eb3e480a3704e,NA,Article,NA,Scopus,NA,cited By 14,NA,NA,343-356,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,The Influence of Temperature Model Assumptions on the Prognosis Accuracy of Extinction Risk.,selected,NA
Zhou200065,ARTICLE,"Zhou, Jie and Pu, Xiangguo and Yuan, Zhenfu",Measurements of the emissivity and temperature of a luminous gas flame by the extinction method,Zhongguo Dianji Gongcheng Xuebao/Proceedings of the Chinese Society of Electrical Engineering,2000,20,6,NA,NA,NA,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034202744&partnerID=40&md5=ae648b580e055ee9f3206feb56bb141c,NA,Article,NA,Scopus,NA,cited By 9,NA,NA,65-67,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,Measurements of the Emissivity and Temperature of a Luminous Gas Flame by the Extinction Method.,excluded,NA
Yoo2000227,ARTICLE,"Yoo, C.S. and Lee, S.D. and Chung, S.H.",Extinction of strained premixed flames of hydrogen/air/steam mixture: local equilibrium temperature and local equivalence ratio,Combustion science and technology,2000,155,1,NA,10.1080/00102200008947291,NA,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033725638&doi=10.1080%2f00102200008947291&partnerID=40&md5=3cd518758b191e6ff36bcd28c5dd7cb0,NA,Article,NA,Scopus,NA,cited By 6,NA,NA,227-242,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,Extinction of Strained Premixed Flames of Hydrogen/Air/Steam Mixture: Local Equilibrium Temperature and Local Equivalence Ratio.,excluded,NA
Girard19991229,ARTICLE,"Girard, R. and Gonzalez, J. and Gleizes, A.",Modelling of a two-temperature SF6 arc plasma during extinction,Journal of Physics D: Applied Physics,1999,32,11,NA,10.1088/0022-3727/32/11/308,NA,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033532476&doi=10.1088%2f0022-3727%2f32%2f11%2f308&partnerID=40&md5=07d137650501e55e9b4ae06f3f1585d3,NA,Article,NA,Scopus,NA,cited By 31,NA,NA,1229-1238,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,Modelling of a Two-Temperature Sf6 Arc Plasma During Extinction.,excluded,NA
Takagi19981517,ARTICLE,"Takagi, T. and Yoshida, K. and Yoshikawa, Y. and Komiyama, M.","Structual studies of locally strained diffusion flames (1st report, observation of temperature characteristics and flame extinction)","Nihon Kikai Gakkai Ronbunshu, B Hen/Transactions of the Japan Society of Mechanical Engineers, Part B",1998,64,621,NA,10.1299/kikaib.64.1517,NA,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0043012816&doi=10.1299%2fkikaib.64.1517&partnerID=40&md5=68bb50252e1ad7f0f9f7b434be8287a8,NA,Article,NA,Scopus,NA,cited By 1,NA,NA,1517-1523,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,"Structual Studies of Locally Strained Diffusion Flames (1st Report, Observation of Temperature Characteristics and Flame Extinction)",excluded,NA
Okamoto19979187,ARTICLE,"Okamoto, N. and Oguni, M. and Sagawa, Y.",Generation and extinction of a crystal nucleus below the glass transition temperature,Journal of Physics Condensed Matter,1997,9,43,NA,10.1088/0953-8984/9/43/005,NA,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031245640&doi=10.1088%2f0953-8984%2f9%2f43%2f005&partnerID=40&md5=8d14a38fe774b2749494611eac71ecb1,NA,Article,NA,Scopus,NA,cited By 26,NA,NA,9187-9198,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,Generation and Extinction of a Crystal Nucleus Below the Glass Transition Temperature.,excluded,NA
Zavr..nik1997188,ARTICLE,"ZavrÄ›nik, M. and DonlagiÄ‡, D. and DonlagiÄ‡, D.",Polarimetric temperature sensor: Extinction ratio and sensing length examination [PolarimetriÄni temperaturni senzor: Analiza polarizacijskega loÄitvenega razmerja in dolÅ¾ine senzorskega dela],Informacije MIDEM,1997,27,3,NA,NA,NA,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-3042928455&partnerID=40&md5=eaa0d40781a52da7d9715a083d6f056d,NA,Article,NA,Scopus,NA,cited By 0,NA,NA,188-194,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,Polarimetric Temperature Sensor: Extinction Ratio and Sensing Length Examination [polarimetriäni Temperaturni Senzor: Analiza Polarizacijskega Loäitvenega Razmerja in Dolå¾ine Senzorskega Dela],excluded,NA
Zavr..nik19973200,ARTICLE,"ZavrÅ¡nik, M. and DonlagiÄ‡, D. and DonlagiÄ‡, D.",Polarimetric temperature sensor: Extinction ratio and sensing length examination,Optical Engineering,1997,36,11,NA,10.1117/1.601558,NA,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000917626&doi=10.1117%2f1.601558&partnerID=40&md5=b17d4c834db23d45ef400485e229dfcc,NA,Article,NA,Scopus,NA,cited By 6,NA,NA,3200-3205,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,2,Polarimetric Temperature Sensor: Extinction Ratio and Sensing Length Examination.,excluded,NA
Bertram19962376,ARTICLE,"Bertram, A.K. and Patterson, D.D. and Sloan, J.J.",Mechanisms and temperatures for the freezing of sulfuric acid aerosols measured by FTIR extinction spectroscopy,Journal of Physical Chemistry,1996,100,6,NA,10.1021/jp952551v,NA,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-3343013739&doi=10.1021%2fjp952551v&partnerID=40&md5=1c15175298a7002c0c0f6dcbf256f209,NA,Article,NA,Scopus,NA,cited By 94,NA,NA,2376-2383,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,Mechanisms and Temperatures for the Freezing of Sulfuric Acid Aerosols Measured by Ftir Extinction Spectroscopy.,excluded,NA
Kampermann1995489,ARTICLE,"Kampermann, S.P. and Sabine, T.M. and Craven, B.M. and McMullan, R.K.",Hexamethylenetetramine: extinction and thermal vibrations from neutron diffraction at six temperatures,Acta Crystallographica Section A,1995,51,4,NA,10.1107/S0108767394013711,NA,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977292977&doi=10.1107%2fS0108767394013711&partnerID=40&md5=75d2bda6f78aea8c83ce64f0bff68e42,NA,Article,NA,Scopus,NA,cited By 38,NA,NA,489-497,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,Hexamethylenetetramine: Extinction and Thermal Vibrations from Neutron Diffraction at Six Temperatures.,excluded,NA
Edinger1994576,ARTICLE,"Edinger, E.N. and Risk, M.J.","Oligocene-Miocene extinction and geographic restriction of Caribbean corals: roles of turbidity, temperature, and nutrients",Palaios,1994,9,6,NA,10.2307/3515129,NA,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028589783&doi=10.2307%2f3515129&partnerID=40&md5=40a02d31a7d50d9ad0b69679d47db568,NA,Article,NA,Scopus,NA,cited By 118,NA,NA,576-598,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,"Oligocene-Miocene Extinction and Geographic Restriction of Caribbean Corals: Roles of Turbidity, Temperature, and Nutrients.",selected,NA
Saito19931606,ARTICLE,"Saito, T. and Shimogaki, Y. and Egashira, Y. and Komiyama, H. and Yuyama, Y. and Sugawara, K. and Nagata, S. and Takahiro, K. and Yamaguchi, S.",Existence of extinction temperature in WSix film growth from WF6 and SiH4: An indication of the role played by radical chain reactions,Applied Physics Letters,1993,62,14,NA,10.1063/1.108600,NA,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33646299850&doi=10.1063%2f1.108600&partnerID=40&md5=36005ba58a7ae6e27ddc7cdcdc461cfa,NA,Article,NA,Scopus,NA,cited By 6,NA,NA,1606-1608,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,Existence of Extinction Temperature in Wsix Film Growth from Wf6 and Sih4: An Indication of the Role Played by Radical Chain Reactions.,excluded,NA
KrishnaMurthy1993809,ARTICLE,"Krishna Murthy, B.V. and Parameswaran, K. and Rose, K.O. and Satyanarayana, M.",Temperature dependences of stratospheric aerosol extinction at a tropical station,Journal of Atmospheric and Terrestrial Physics,1993,55,6,NA,10.1016/0021-9169(93)90022-Q,NA,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027444088&doi=10.1016%2f0021-9169%2893%2990022-Q&partnerID=40&md5=fc881051199c88442d6ddbb2415bb397,NA,Article,NA,Scopus,NA,cited By 5,NA,NA,809-814,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,Temperature Dependences of Stratospheric Aerosol Extinction at a Tropical Station.,excluded,NA
Clarke1993499,ARTICLE,"Clarke, A.",Temperature and extinction in the sea: A physiologists view,Paleobiology,1993,19,4,NA,10.1017/S0094837300014111,NA,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027333448&doi=10.1017%2fS0094837300014111&partnerID=40&md5=736a6c881f2ebb22bbe9d7ab92359214,NA,Article,NA,Scopus,NA,cited By 90,NA,NA,499-518,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,Temperature and Extinction in the Sea: a Physiologists View.,selected,NA
Lehner19925371,ARTICLE,"Lehner, M. and Jungen, M.",Calculation of the Temperature-Dependent Absolute Extinction Coefficients for the Photodissociation of Cino (S1) on CINO Potential Energy Surface,"Journal of Physics B: Atomic, Molecular and Optical Physics",1992,25,24,NA,10.1088/0953-4075/25/24/016,NA,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33645632436&doi=10.1088%2f0953-4075%2f25%2f24%2f016&partnerID=40&md5=10db51320089bae709cb4da74204f0bf,NA,Article,NA,Scopus,NA,cited By 1,NA,NA,5371-5381,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,Calculation of the Temperature-Dependent Absolute Extinction Coefficients for the Photodissociation of Cino (S1) on Cino Potential Energy Surface.,excluded,NA
Darabiha199267,ARTICLE,"Darabiha, N. and Candel, S.",The influence of the temperature on extinction and ignition limits of strained hydroaen-air diffusion flames,Combustion Science and Technology,1992,86,1-6,NA,10.1080/00102209208947188,NA,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026976182&doi=10.1080%2f00102209208947188&partnerID=40&md5=4659c3cc9da67714cdd5b14d83a03b18,NA,Article,NA,Scopus,NA,cited By 75,NA,NA,67-85,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,The Influence of the Temperature on Extinction and Ignition Limits of Strained Hydroaen-Air Diffusion Flames.,excluded,NA
Mastorakos199240,ARTICLE,"Mastorakos, E. and Taylor, A.M.K.P. and Whitelaw, J.H.",Extinction and temperature characteristics of turbulent counterflow diffusion flames with partial premixing,Combustion and Flame,1992,91,1,NA,10.1016/0010-2180(92)90125-9,NA,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026933914&doi=10.1016%2f0010-2180%2892%2990125-9&partnerID=40&md5=0e4faed4a366d7b5b0dcf1edeff9cc63,NA,Article,NA,Scopus,NA,cited By 75,NA,NA,40-54,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,Extinction and Temperature Characteristics of Turbulent Counterflow Diffusion Flames with Partial Premixing.,excluded,NA
Allmon199241,ARTICLE,"Allmon, W.D.",Role of temperature and nutrients in extinction of turritelline gastropods: Cenozoic of the northwestern Atlantic and northeastern Pacific,"Palaeogeography, Palaeoclimatology, Palaeoecology",1992,92,1-2,NA,10.1016/0031-0182(92)90134-Q,NA,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026442963&doi=10.1016%2f0031-0182%2892%2990134-Q&partnerID=40&md5=2cdb500245a743171ae01f27ddf148db,NA,Article,NA,Scopus,NA,cited By 52,NA,NA,41-54,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,Role of Temperature and Nutrients in Extinction of Turritelline Gastropods: Cenozoic of the Northwestern Atlantic and Northeastern Pacific.,selected,NA
Ajvazyan1991177,ARTICLE,"Ajvazyan, H.M.",Extinction and radar reflection of MM and SubMM waves as a function of cloud drops temperature,International Journal of Infrared and Millimeter Waves,1991,12,2,NA,10.1007/BF01009891,NA,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026114491&doi=10.1007%2fBF01009891&partnerID=40&md5=d6cbb0037d95a0c2402d7a7cc83124a7,NA,Article,NA,Scopus,NA,cited By 0,NA,NA,177-190,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,Extinction and Radar Reflection of Mm and Submm Waves as a Function of Cloud Drops Temperature.,excluded,NA
Horrocks19902165,ARTICLE,"Horrocks, A.R. and Price, D. and Tunc, M.",Studies on the temperature dependence of extinction oxygen index values for cellulosic fabrics: III. Comparison with limiting oxygen index for commercial flameâ€retarded cotton,Journal of Applied Polymer Science,1990,39,10,NA,10.1002/app.1990.070391011,NA,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025434344&doi=10.1002%2fapp.1990.070391011&partnerID=40&md5=68e245ed05b4091c00ade5bfeb562063,NA,Article,NA,Scopus,NA,cited By 0,NA,NA,2165-2172,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,Studies on the Temperature Dependence of Extinction Oxygen Index Values for Cellulosic Fabrics: Iii. Comparison with Limiting Oxygen Index for Commercial Flameâ€retarded Cotton.,excluded,NA
Horrocks19891051,ARTICLE,"Horrocks, A.R. and Price, D. and Tunc, M.",Studies on the temperature dependence of extinction oxygen index values for cellulosic fabrics. II. Commercial quality flameâ€retarded cotton,Journal of Applied Polymer Science,1989,37,4,NA,10.1002/app.1989.070370417,NA,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84985598522&doi=10.1002%2fapp.1989.070370417&partnerID=40&md5=7920414cdb3faded065cef720f4bd469,NA,Article,NA,Scopus,NA,cited By 4,NA,NA,1051-1061,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,2,Studies on the Temperature Dependence of Extinction Oxygen Index Values for Cellulosic Fabrics. Ii. Commercial Quality Flameâ€retarded Cotton.,excluded,NA
X.WOS.A1989AC32800010,article,"DIOUMAEV, AK and SAVRANSKY, VV and TKACHENKO, NV and CHUKHAREV, VI",QUANTUM YIELD AND EXTINCTION MEASUREMENTS IN STRONGLY OVERLAPPING REACTANT AND PHOTOPRODUCT ABSORPTION-BANDS .2. BATHOINTERMEDIATE FORMATION IN BACTERIORHODOPSIN PHOTOCYCLE AT ROOM-TEMPERATURE,JOURNAL OF PHOTOCHEMISTRY AND PHOTOBIOLOGY B-BIOLOGY,1989,3,3,JUN,10.1016/1011-1344(89)80044-2,NA,NA,NA,NA,NA,WOS:A1989AC32800010,NA,1011-1344,NA,NA,"Tkachenko, Nikolai V./G-4232-2014 Savranskiy, Valeriy Vasilievich/K-6388-2018 Chukharev, Vladimir/D-7484-2011",397-410,"Tkachenko, Nikolai V./0000-0002-8504-2335 Chukharev, Vladimir/0000-0002-3076-8948",NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/web_of_science.bib,1,Quantum Yield and Extinction Measurements in Strongly Overlapping Reactant and Photoproduct Absorption-Bands .2. Bathointermediate Formation in Bacteriorhodopsin Photocycle at Room-Temperature.,excluded,NA
Paladino198963,ARTICLE,"Paladino, F.V. and Dodson, P. and Hammond, J.K. and Spotila, J.R.",Temperature-dependent sex determination in dinosaurs? Implications for population dynamics and extinction,Special Paper of the Geological Society of America,1989,238,NA,NA,10.1130/SPE238-p63,NA,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-27644492633&doi=10.1130%2fSPE238-p63&partnerID=40&md5=5019ac80132dbb8cdff8551ad82f7574,NA,Article,NA,Scopus,NA,cited By 9,NA,NA,63-70,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,Temperature-Dependent Sex Determination in Dinosaurs? Implications for Population Dynamics and Extinction.,selected,NA
McKinney19893,ARTICLE,"McKinney, M.L. and Oyen, C.W.",Causation and nonrandomness in biological and geological time series: temperature as a proximal control of extinction and diversity,Palaios,1989,4,1,NA,10.2307/3514729,NA,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0024484627&doi=10.2307%2f3514729&partnerID=40&md5=bf436102de5d31c83574ca34c075aae3,NA,Article,NA,Scopus,NA,cited By 29,NA,NA,3-15,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,Causation and Nonrandomness in Biological and Geological Time Series: Temperature as a Proximal Control of Extinction and Diversity.,selected,NA
Tsang1988516,ARTICLE,"Tsang, T.T.H. and Pai, P. and Korgaonkar, N.V.","Effect of temperature, atmospheric condition, and particle size on extinction in a plume of volatile aerosol dispersed in the atmospheric surface layer",Applied Optics,1988,27,3,NA,10.1364/AO.27.000593,NA,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84975661937&doi=10.1364%2fAO.27.000593&partnerID=40&md5=3b3ceead3af57c36d70b26217b40fd06,NA,Article,NA,Scopus,NA,cited By 9,NA,NA,516-522,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,"Effect of Temperature, Atmospheric Condition, and Particle Size on Extinction in a Plume of Volatile Aerosol Dispersed in the Atmospheric Surface Layer.",excluded,NA
Platt198811.051,ARTICLE,"Platt, C.M.R. and Harshvardhan",Temperature dependence of cirrus extinction: implications for climate feedback,Journal of Geophysical Research,1988,93,D9,NA,10.1029/jd093id09p11051,NA,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037638998&doi=10.1029%2fjd093id09p11051&partnerID=40&md5=e81c75bc9ec1d3bc359c58d8a0971f55,NA,Article,NA,Scopus,NA,cited By 75,NA,NA,"11,051-11,058",NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,Temperature Dependence of Cirrus Extinction: Implications for Climate Feedback.,excluded,NA
