label,type,author,title,journal,year,volume,number,month,doi,art_number,abstract,url,article_number,eissn,document_type,unique_id,source,issn,note,earlyaccessdate,researcherid_numbers,pages,orcid_numbers,organization,editor,booktitle,series,isbn,filename,n_duplicates,citation,screened_titles,notes,screened_abstracts
X.WOS.000484327000005,article,"Mondanaro, Alessandro and Di Febbraro, Mirko and Melchionna, Marina and Carotenuto, Francesco and Castiglione, Silvia and Serio, Carmela and Danisi, Simone and Rook, Lorenzo and Diniz-Filho, Jose Alexandre F. and Raia, Pasquale",Additive effects of climate change and human hunting explain population decline and extinction in cave bears,BOREAS,2019,48,3,JUL,10.1111/bor.12380,NA,NA,NA,NA,1502-3885,NA,WOS:000484327000005,NA,0300-9483,NA,NA,"Rook, Lorenzo/D-9675-2011 Di Febbraro, Mirko/I-3167-2019 Raia, Pasquale/I-8600-2012 Rook, Lorenzo/AAA-5014-2019 Mondanaro, Alessandro/F-6893-2017 Melchionna, Marina/F-6868-2017 Castiglione, Silvia/F-6840-2017 Serio, Carmela/F-6854-2017",605-615,"Rook, Lorenzo/0000-0001-8923-5428 Di Febbraro, Mirko/0000-0001-8898-7046 Raia, Pasquale/0000-0002-4593-8006 Rook, Lorenzo/0000-0001-8923-5428 Mondanaro, Alessandro/0000-0003-0325-7066 Melchionna, Marina/0000-0001-7919-4431 Castiglione, Silvia/0000-0002-6140-1495 Serio, Carmela/0000-0001-5256-5511 Carotenuto, Francesco/0000-0001-8343-723X",NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/web_of_science.bib,1,Additive Effects of Climate Change and Human Hunting Explain Population Decline and Extinction in Cave Bears.,selected,NA,selected
X.WOS.000472237600013,article,"Wiens, John J. and Camacho, Agustin and Goldberg, Aaron and Jezkova, Tereza and Kaplan, Matthew E. and Lambert, Shea M. and Miller, Elizabeth C. and Streicher, Jeffrey W. and Walls, Ramona L.","Climate change, extinction, and Sky Island biogeography in a montane lizard",MOLECULAR ECOLOGY,2019,28,10,MAY,10.1111/mec.15073,NA,NA,NA,NA,1365-294X,NA,WOS:000472237600013,NA,0962-1083,NA,NA,"Camacho, AgustÃ­n/AAA-7104-2021 Miller, Elizabeth/AAP-9996-2021",2610-2624,"Camacho, AgustÃ­n/0000-0003-2978-792X Miller, Elizabeth/0000-0001-6856-3107 Walls, Ramona L./0000-0001-8815-0078 Streicher, Jeffrey/0000-0002-3738-4162 Wiens, John/0000-0003-4243-1127 Jezkova, Tereza/0000-0003-4114-4564",NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/web_of_science.bib,1,"Climate Change, Extinction, and Sky Island Biogeography in a Montane Lizard.",selected,NA,selected
X.WOS.000459788900006,article,"Reddin, Carl J. and Kocsis, Adam T. and Kiessling, Wolfgang",Climate change and the latitudinal selectivity of ancient marine extinctions,PALEOBIOLOGY,2019,45,1,FEB,10.1017/pab.2018.34,NA,NA,NA,NA,1938-5331,NA,WOS:000459788900006,NA,0094-8373,NA,NA,"Kiessling, Wolfgang/E-2259-2015 Reddin, Carl J/D-2154-2016",70-84,"Kiessling, Wolfgang/0000-0002-1088-2014 Reddin, Carl J/0000-0001-5930-1164",NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/web_of_science.bib,1,Climate Change and the Latitudinal Selectivity of Ancient Marine Extinctions.,selected,NA,selected
Diamond20181507,ARTICLE,"Diamond, S.E. and Chick, L.D.","Thermal specialist ant species have restricted, equatorial geographic ranges: implications for climate change vulnerability and risk of extinction",Ecography,2018,41,9,NA,10.1111/ecog.03264,NA,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040671126&doi=10.1111%2fecog.03264&partnerID=40&md5=e68d9463f580e356c3ccac7e972d8fc8,NA,NA,Article,NA,Scopus,NA,cited By 17,NA,NA,1507-1509,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,"Thermal Specialist Ant Species Have Restricted, Equatorial Geographic Ranges: Implications for Climate Change Vulnerability and Risk of Extinction.",selected,NA,selected
X.WOS.000443398900012,article,"Krystufek, Boris and Zorenko, Tanya and Bontzorlos, Vasileios and Mahmoudi, Ahmad and Atanasov, Nasko and Ivajnsic, Danijel",Incipient road to extinction of a keystone herbivore in south-eastern Europe: Harting's vole (Microtus hartingi) under climate change,CLIMATIC CHANGE,2018,149,3-4,AUG,10.1007/s10584-018-2259-2,NA,NA,NA,NA,1573-1480,NA,WOS:000443398900012,NA,0165-0009,NA,NA,"Atanasov, Nasko/N-1835-2019 Mahmoudi, Ahmad/AAM-1736-2021 Zorenko, Tanya/W-2091-2019",443-456,"Mahmoudi, Ahmad/0000-0003-4698-137X",NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/web_of_science.bib,1,Incipient Road to Extinction of a Keystone Herbivore in South-Eastern Europe: Harting's Vole (Microtus Hartingi) under Climate Change.,selected,NA,selected
X.WOS.000436794700002,article,"Peacock, David E. and Fancourt, Bronwyn A. and McDowell, Matthew C. and Abbott, Ian",Survival histories of marsupial carnivores on Australian continental shelf islands highlight climate change and Europeans as likely extirpation factors: implications for island predator restoration,BIODIVERSITY AND CONSERVATION,2018,27,10,AUG,10.1007/s10531-018-1546-6,NA,NA,NA,NA,1572-9710,NA,WOS:000436794700002,NA,0960-3115,NA,NA,"Abbott, Ian J/R-4326-2018 Fancourt, Bronwyn/R-4278-2019",2477-2494,"Abbott, Ian J/0000-0001-9888-4155 Fancourt, Bronwyn/0000-0003-2969-1530 McDowell, Matthew/0000-0001-8009-4171",NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/web_of_science.bib,1,Survival Histories of Marsupial Carnivores on Australian Continental Shelf Islands Highlight Climate Change and Europeans as Likely Extirpation Factors: Implications for Island Predator Restoration.,selected,NA,selected
X.WOS.000438771100005,article,"Attorre, Fabio and Abeli, Thomas and Bacchetta, Gianluigi and Farcomeni, Alessio and Fenu, Giuseppe and De Sanctis, Michele and Gargano, Domenico and Peruzzi, Lorenzo and Montagnani, Chiara and Rossi, Graziano and Conti, Fabio and Orsenigo, Simone",How to include the impact of climate change in the extinction risk assessment of policy plant species?,JOURNAL FOR NATURE CONSERVATION,2018,44,NA,JUL,10.1016/j.jnc.2018.06.004,NA,NA,NA,NA,1618-1093,NA,WOS:000438771100005,NA,1617-1381,NA,NA,"Montagnani, Chiara/ABB-7815-2020 Rossi, Graziano/P-3353-2015 Fenu, Giuseppe/AAR-8439-2021 Orsenigo, Simone/E-5961-2017 Attorre, Fabio/H-5351-2012 Conti, Fabio/K-4846-2015 De Sanctis, Michele/AAE-8080-2019 Peruzzi, Lorenzo/A-4127-2012 Bacchetta, Gianluigi/AAD-5329-2020 Farcomeni, Alessio/K-8719-2016",43-49,"Montagnani, Chiara/0000-0003-2030-2535 Rossi, Graziano/0000-0002-5102-5019 Orsenigo, Simone/0000-0003-0348-9115 Attorre, Fabio/0000-0002-7744-2195 Conti, Fabio/0000-0001-7391-6691 De Sanctis, Michele/0000-0002-7280-6199 Peruzzi, Lorenzo/0000-0001-9008-273X Abeli, Thomas/0000-0003-3096-2035 Fenu, Giuseppe/0000-0003-4762-5043 Farcomeni, Alessio/0000-0002-7104-5826 BACCHETTA, GIANLUIGI/0000-0002-1714-3978 Gargano, Domenico/0000-0003-4677-3730",NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/web_of_science.bib,1,How to Include the Impact of Climate Change in the Extinction Risk Assessment of Policy Plant Species?,selected,NA,selected
X.WOS.000433513800017,article,"Zou, Caineng and Qiu, Zhen and Poulton, Simon W. and Dong, Dazhong and Wang, Hongyan and Chen, Daizhao and Lu, Bin and Shi, Zhensheng and Tao, Huifei",Ocean euxinia and climate change ``double whammy{''} drove the Late Ordovician mass extinction,GEOLOGY,2018,46,6,JUN,10.1130/G40121.1,NA,NA,NA,NA,1943-2682,NA,WOS:000433513800017,NA,0091-7613,NA,NA,"Zou, Caineng/AAK-2640-2021 Qiu, Zhen/ABH-8555-2020",535-538,"Chen/chen, Daizhao/dai zhao/0000-0002-1131-3630 Qiu, Zhen/0000-0003-1886-1821 Poulton, Simon/0000-0001-7621-189X",NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/web_of_science.bib,1,Ocean Euxinia and Climate Change ``double Whammy{''} Drove the Late Ordovician Mass Extinction.,selected,NA,selected
X.WOS.000428973000010,article,"Melchionna, Marina and Di Febbraro, Mirko and Carotenuto, Francesco and Rook, Lorenzo and Mondanaro, Alessandro and Castiglione, Silvia and Serio, Carmela and Vero, Veronica A. and Tesone, Gianmarco and Piccolo, Martina and Felizola Diniz-Filho, Jose Alexandre and Raia, Pasquale",Fragmentation of Neanderthals' pre-extinction distribution by climate change,PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY,2018,496,NA,MAY 1,10.1016/j.palaeo.2018.01.031,NA,NA,NA,NA,1872-616X,NA,WOS:000428973000010,NA,0031-0182,NA,NA,"Castiglione, Silvia/F-6840-2017 Raia, Pasquale/I-8600-2012 Mondanaro, Alessandro/F-6893-2017 Rook, Lorenzo/D-9675-2011 Rook, Lorenzo/AAA-5014-2019 Serio, Carmela/F-6854-2017 Melchionna, Marina/F-6868-2017 Diniz-Filho, JosÃ© Alexandre Felizola/D-9405-2013 Di Febbraro, Mirko/I-3167-2019",146-154,"Castiglione, Silvia/0000-0002-6140-1495 Raia, Pasquale/0000-0002-4593-8006 Mondanaro, Alessandro/0000-0003-0325-7066 Rook, Lorenzo/0000-0001-8923-5428 Rook, Lorenzo/0000-0001-8923-5428 Serio, Carmela/0000-0001-5256-5511 Melchionna, Marina/0000-0001-7919-4431 Diniz-Filho, JosÃ© Alexandre Felizola/0000-0002-0967-9684 Di Febbraro, Mirko/0000-0001-8898-7046 Carotenuto, Francesco/0000-0001-8343-723X",NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/web_of_science.bib,1,Fragmentation of Neanderthals' Pre-Extinction Distribution by Climate Change.,selected,NA,selected
X.WOS.000419052200021,article,"Mammola, Stefano and Goodacre, Sara L. and Isaia, Marco",Climate change may drive cave spiders to extinction,ECOGRAPHY,2018,41,1,JAN,10.1111/ecog.02902,NA,NA,NA,NA,1600-0587,NA,WOS:000419052200021,NA,0906-7590,NA,NA,"Mammola, Stefano/I-1518-2019 Isaia, Marco/I-1629-2015",233-243,"Mammola, Stefano/0000-0002-4471-9055 Isaia, Marco/0000-0001-5434-2127 Goodacre, Sara L./0000-0002-0887-6563",NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/web_of_science.bib,1,Climate Change may Drive Cave Spiders to Extinction.,selected,NA,selected
X.WOS.000390400100001,article,"Schleuning, Matthias and Fruend, Jochen and Schweiger, Oliver and Welk, Erik and Albrecht, Joerg and Albrecht, Matthias and Beil, Marion and Benadi, Gita and Bluethgen, Nico and Bruelheide, Helge and Boehning-Gaese, Katrin and Dehling, D. Matthias and Dormann, Carsten F. and Exeler, Nina and Farwig, Nina and Harpke, Alexander and Hickler, Thomas and Kratochwil, Anselm and Kuhlmann, Michael and Kuehn, Ingolf and Michez, Denis and Mudri-Stojnic, Sonja and Plein, Michaela and Rasmont, Pierre and Schwabe, Angelika and Settele, Josef and Vujic, Ante and Weiner, Christiane N. and Wiemers, Martin and Hof, Christian",Ecological networks are more sensitive to plant than to animal extinction under climate change,"NATURE COMMUNICATIONS",2016,7,NA,DEC 23,10.1038/ncomms13965,NA,NA,NA,13965,NA,NA,WOS:000390400100001,NA,2041-1723,NA,NA,"Michez, Denis/L-1370-2019 Hof, Christian/J-8888-2014 Schleuning, Matthias/H-2154-2015 BlÃ¼thgen, Nico/F-5983-2010 Wiemers, Martin/B-5715-2011 Schweiger, Oliver/B-4909-2008 BÃ¶hning-Gaese, Katrin/W-2601-2019 Vujic, Ante/AAG-2996-2020 Schwabe-Kratochwil, Angelika/AAQ-9416-2021 Settele, Josef/A-6371-2009 Bruelheide, Helge/G-3907-2013 Albrecht, JÃ¶rg/ABG-9491-2021 FrÃ¼nd, Jochen/AAV-3105-2020 KÃ¼hn, Ingolf/B-9756-2009 Hickler, Thomas/S-6287-2016 Kratochwil, Anselm/N-4867-2014",NA,"Michez, Denis/0000-0001-8880-1838 Hof, Christian/0000-0002-7763-1885 Schleuning, Matthias/0000-0001-9426-045X Wiemers, Martin/0000-0001-5272-3903 Schweiger, Oliver/0000-0001-8779-2335 BÃ¶hning-Gaese, Katrin/0000-0003-0477-5586 Schwabe-Kratochwil, Angelika/0000-0003-0698-5763 Settele, Josef/0000-0002-8624-4983 Bruelheide, Helge/0000-0003-3135-0356 Albrecht, JÃ¶rg/0000-0002-9708-9413 FrÃ¼nd, Jochen/0000-0002-7079-3478 KÃ¼hn, Ingolf/0000-0003-1691-8249 Hickler, Thomas/0000-0002-4668-7552 Kratochwil, Anselm/0000-0002-1120-5410 Dehling, Matthias/0000-0002-2863-5580 Welk, Erik/0000-0002-2685-3795 Dormann, Carsten/0000-0002-9835-1794 Plein, Michaela/0000-0002-7912-2486 Vujic, Ante/0000-0002-8819-8079",NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/web_of_science.bib,1,Ecological Networks are more Sensitive to Plant than to Animal Extinction under Climate Change.,selected,NA,selected
Petersen2016,ARTICLE,"Petersen, S.V. and Dutton, A. and Lohmann, K.C.",End-Cretaceous extinction in Antarctica linked to both Deccan volcanism and meteorite impact via climate change,Nature Communications,2016,7,NA,NA,10.1038/ncomms12079,12079,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977274350&doi=10.1038%2fncomms12079&partnerID=40&md5=29ab97597f07ea6ed6fb92cd3276e03f,NA,NA,Article,NA,Scopus,NA,cited By 77,NA,NA,NA,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,End-Cretaceous Extinction in Antarctica Linked to both Deccan Volcanism and Meteorite Impact via Climate Change.,selected,NA,selected
X.WOS.000371942300027,article,"Ogston, Garry and Beatty, Stephen J. and Morgan, David L. and Pusey, Bradley J. and Lymbery, Alan J.",Living on burrowed time: Aestivating fishes in south-western Australia face extinction due to climate change,BIOLOGICAL CONSERVATION,2016,195,NA,MAR,10.1016/j.biocon.2016.01.008,NA,NA,NA,NA,1873-2917,NA,WOS:000371942300027,NA,0006-3207,NA,NA,"Lymbery, Alan/H-3096-2019 Morgan, David L./H-9794-2019 Beatty, Stephen John/H-8702-2019",235-244,"Lymbery, Alan/0000-0002-0542-3446 Morgan, David L./0000-0003-1948-1484 Beatty, Stephen John/0000-0003-2620-2826 Ogston, Garry/0000-0001-9735-761X",NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/web_of_science.bib,1,Living on Burrowed Time: Aestivating Fishes in South-Western Australia Face Extinction Due to Climate Change.,selected,NA,selected
X.WOS.000369019400003,article,"Saltre, Frederik and Rodriguez-Rey, Marta and Brook, Barry W. and Johnson, Christopher N. and Turney, Chris S. M. and Alroy, John and Cooper, Alan and Beeton, Nicholas and Bird, Michael I. and Fordham, Damien A. and Gillespie, Richard and Herrando-Perez, Salvador and Jacobs, Zenobia and Miller, Gifford H. and Nogues-Bravo, David and Prideaux, Gavin J. and Roberts, Richard G. and Bradshaw, Corey J. A.",Climate change not to blame for late Quaternary megafauna extinctions in Australia,"NATURE COMMUNICATIONS",2016,7,NA,JAN,10.1038/ncomms10511,NA,NA,NA,10511,NA,NA,WOS:000369019400003,NA,2041-1723,NA,NA,"Fordham, Damien A/E-9255-2013 Beeton, Nicholas/I-1752-2013 Brook, Barry W./G-2686-2011 Roberts, Richard Graham/B-8245-2013 Bradshaw, Corey J.A./A-1311-2008 Johnson, Christopher N/J-7894-2014 Jacobs, Zenobia/B-2721-2012 RodrÃ­guez-Rey, Marta/AGG-5129-2022 Turney, Chris S M/P-8701-2018 Alroy, John/B-4585-2009 SaltrÃ©, FrÃ©dÃ©rik/I-4961-2012 Bird, Michael I/G-5364-2010",NA,"Fordham, Damien A/0000-0003-2137-5592 Beeton, Nicholas/0000-0002-8513-3165 Brook, Barry W./0000-0002-2491-1517 Roberts, Richard Graham/0000-0002-0128-4119 Bradshaw, Corey J.A./0000-0002-5328-7741 Johnson, Christopher N/0000-0002-9719-3771 Jacobs, Zenobia/0000-0001-5424-5837 Turney, Chris S M/0000-0001-6733-0993 Alroy, John/0000-0002-9882-2111 SaltrÃ©, FrÃ©dÃ©rik/0000-0002-5040-3911 Bird, Michael I/0000-0003-1801-8703 Herrando-Perez, Salvador/0000-0001-6052-6854 Nogues-Bravo, David/0000-0002-4060-0153 Cooper, Alan/0000-0002-7738-7851 Prideaux, Gavin/0000-0002-9958-0265",NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/web_of_science.bib,1,Climate Change not to Blame for Late Quaternary Megafauna Extinctions in Australia.,selected,NA,selected
